customernumber,date,salutation,title,domain,datecreated,newsletter,model,paymenttype,deliverytype,invoicepostcode,delivpostcode,voucher,advertisingdatacode,case,numberitems,gift,entry,points,shippingcosts,deliverydatepromised,deliverydatereal,weight,remi,cancel,used,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,target90
14144,12/09/2008,1,0,12,12/09/2008,0,2,1,1,46,,0,,3,1,0,1,0,0,26/09/2008,17/09/2008,439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3445,12/09/2008,1,0,4,06/09/2008,0,1,0,0,22,,0,AB,3,1,0,0,0,0,15/09/2008,13/09/2008,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
61049,12/09/2008,2,0,12,12/09/2008,0,1,0,0,67,,1,BD,4,3,0,0,0,0,15/09/2008,12/09/2008,1195,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
20972,12/09/2008,1,0,4,12/09/2008,0,3,1,1,64,,0,,2,1,0,1,0,0,15/09/2008,12/09/2008,281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6876,12/09/2008,1,0,8,12/09/2008,0,1,2,0,45,,0,,4,2,0,0,0,0,25/09/2008,10/10/2008,295,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17244,12/09/2008,0,0,1,12/09/2008,0,2,0,0,45,,1,,1,2,0,1,0,1,16/09/2008,13/09/2008,696,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
37391,12/09/2008,0,0,4,12/09/2008,0,1,0,0,30,,1,AR,1,1,0,0,0,0,15/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16450,12/09/2008,1,0,9,12/09/2008,1,1,2,0,24,,0,BC,4,4,0,0,0,0,16/09/2008,15/09/2008,712,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
22542,12/09/2008,0,0,9,12/09/2008,1,3,0,0,17,,0,,3,1,0,1,0,0,16/09/2008,13/09/2008,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
52065,12/09/2008,0,0,12,12/09/2008,0,1,3,0,66,,1,AR,1,1,0,0,0,0,15/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7454,12/09/2008,1,0,11,12/09/2008,0,1,3,0,10,,0,,4,2,0,0,0,0,15/09/2009,25/09/2008,97,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28712,12/09/2008,1,0,9,12/09/2008,0,2,3,0,44,,1,,1,2,0,1,0,1,15/09/2008,12/09/2008,593,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
33770,12/09/2008,0,0,6,12/09/2008,0,1,1,1,28,,0,BQ,5,2,0,0,0,0,15/09/2008,13/09/2008,409,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11349,12/09/2008,1,0,4,05/06/2008,0,1,0,0,13,,1,,4,1,0,0,0,0,16/09/2008,13/09/2008,663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4072,12/09/2008,0,0,12,12/09/2008,0,3,1,1,4,,0,,2,2,0,1,0,0,16/09/2008,15/09/2008,1003,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
52265,12/09/2008,0,0,7,12/09/2008,0,3,0,0,3,,0,,5,1,0,1,0,0,15/09/2008,12/09/2008,475,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
3101,12/09/2008,1,0,5,12/09/2008,0,1,0,0,51,,1,AR,1,1,0,0,0,0,15/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4841,12/09/2008,1,0,3,12/09/2008,0,3,2,0,30,,0,,4,2,0,1,0,0,16/09/2008,13/09/2008,1199,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42284,12/09/2008,0,0,9,12/09/2008,0,1,3,0,23,,0,CA,4,6,0,0,0,0,16/09/2008,13/09/2008,1743,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0
59489,12/09/2008,0,0,12,12/09/2008,1,2,0,0,40,,1,,4,3,0,1,0,0,26/09/2008,05/10/2008,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
35392,12/09/2008,0,0,12,12/09/2008,0,3,0,0,23,,0,,3,4,0,1,0,0,16/09/2008,15/09/2008,1542,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2830,12/09/2008,1,0,12,12/09/2008,0,1,2,0,85,,0,BQ,5,15,0,0,0,0,26/09/2008,31/10/2008,2248,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0
44167,12/09/2008,0,0,0,12/09/2008,1,3,1,1,65,,0,,3,1,0,1,0,0,28/10/2008,17/09/2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43364,12/09/2008,0,0,4,12/09/2008,0,1,2,0,35,,0,CA,1,1,0,0,0,1,16/09/2008,13/09/2008,318,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
43909,12/09/2008,1,0,9,12/09/2008,0,2,3,0,44,,0,,4,2,0,1,0,0,15/09/2008,12/09/2008,1018,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2315,12/09/2008,1,0,12,12/09/2008,0,1,3,0,47,,0,BQ,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
58336,12/09/2008,1,0,8,12/09/2008,0,1,3,0,47,,0,,4,2,0,0,0,0,26/09/2008,15/09/2008,732,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50365,12/09/2008,0,0,10,12/09/2008,0,2,0,0,47,47,1,,5,1,0,1,0,0,15/09/2008,13/09/2008,341,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
40146,12/09/2008,0,0,6,12/09/2008,0,1,0,0,94,,0,,4,4,0,0,0,0,26/09/2008,16/09/2008,1975,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
22103,12/09/2008,1,0,12,12/09/2008,0,1,1,1,27,,0,,1,1,0,0,0,0,16/09/2008,13/09/2008,153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52765,12/09/2008,1,0,12,12/09/2008,0,1,0,0,35,,0,,1,1,0,0,0,0,15/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36509,12/09/2008,0,0,4,12/09/2008,0,1,0,0,48,,1,,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38266,12/09/2008,1,0,12,12/09/2008,0,1,0,0,56,,1,AR,1,1,0,0,0,0,15/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25607,12/09/2008,1,0,1,12/09/2008,0,3,3,0,13,,0,,1,1,0,1,0,0,15/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3468,12/09/2008,0,0,3,12/09/2008,0,1,3,0,31,,0,,4,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32445,12/09/2008,0,0,12,12/09/2008,0,2,1,1,50,,0,,4,2,0,1,0,0,15/09/2008,12/09/2008,957,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10604,12/09/2008,2,0,12,12/09/2008,0,2,0,0,53,,0,,5,2,0,1,0,0,15/09/2008,12/09/2008,907,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
57672,12/09/2008,0,0,12,12/09/2008,0,1,0,0,19,,0,BQ,2,1,0,0,0,1,15/09/2008,12/09/2008,700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58592,12/09/2008,0,0,8,12/09/2008,0,1,0,0,79,,0,BL,4,3,0,0,0,0,16/09/2008,13/09/2008,737,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
13925,12/09/2008,1,0,8,12/09/2008,1,1,2,0,91,,0,BQ,3,3,0,0,0,1,26/09/2008,17/09/2008,679,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
19372,12/09/2008,1,0,4,12/09/2008,0,1,0,0,22,,1,AR,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51631,12/09/2008,1,0,8,12/09/2008,1,2,1,1,41,,0,,5,3,0,1,0,0,15/09/2008,12/09/2008,1425,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
26123,12/09/2008,1,0,9,12/09/2008,0,3,0,0,24,,0,,2,2,0,1,0,1,15/09/2008,13/09/2008,883,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16287,12/09/2008,1,0,12,12/09/2008,0,1,3,0,69,,0,BQ,3,2,0,0,0,1,25/09/2008,16/09/2008,1152,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
49650,12/09/2008,0,0,0,12/09/2008,0,3,1,1,53,,0,,4,2,0,1,0,0,15/09/2008,13/09/2008,718,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
54734,12/09/2008,0,0,12,12/09/2008,0,2,3,0,76,76,1,,2,4,0,1,0,0,30/09/2008,24/09/2008,1960,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
34097,12/09/2008,0,0,11,12/09/2008,0,1,2,0,49,,0,CA,2,1,0,0,0,1,16/09/2008,13/09/2008,693,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3220,12/09/2008,0,0,9,12/09/2008,0,1,0,0,41,,0,,2,1,0,0,0,1,15/09/2008,13/09/2008,598,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
65742,12/09/2008,0,1,6,12/09/2008,0,1,0,0,81,81,0,,5,4,0,0,0,0,15/09/2008,13/09/2008,1555,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
14299,12/09/2008,1,0,9,12/09/2008,0,2,1,1,33,,0,,3,1,0,1,0,0,26/09/2008,27/09/2008,516,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1934,12/09/2008,1,0,8,12/09/2008,1,1,3,0,40,,0,,3,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41758,12/09/2008,0,0,2,12/09/2008,0,1,2,0,55,,0,,3,1,0,0,0,0,15/09/2008,13/09/2008,265,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
18359,12/09/2008,1,0,8,12/09/2008,1,1,0,0,37,,0,,4,2,0,0,0,0,15/09/2008,12/09/2008,1052,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
43551,12/09/2008,2,0,12,12/09/2008,0,1,0,0,60,,0,,4,1,0,0,0,0,16/09/2008,13/09/2008,393,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16631,12/09/2008,1,0,2,12/09/2008,0,1,2,0,75,,0,,2,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17924,12/09/2008,0,0,4,12/09/2008,1,2,3,0,45,,1,,4,2,0,1,0,0,16/09/2008,13/09/2008,752,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
30740,12/09/2008,1,0,11,12/09/2008,0,3,0,0,30,,0,,2,1,0,1,0,1,16/09/2008,13/09/2008,510,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66192,12/09/2008,1,0,9,12/09/2008,0,1,0,0,80,,0,BL,4,2,0,0,0,0,15/09/2008,12/09/2008,1236,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2725,12/09/2008,0,0,12,12/09/2008,1,1,3,0,36,,0,,3,1,0,0,0,0,15/09/2008,12/09/2008,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
53275,12/09/2008,0,0,9,12/09/2008,0,2,0,0,41,,0,,4,1,0,1,0,0,16/09/2008,13/09/2008,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62347,12/09/2008,0,0,0,12/09/2008,0,1,1,1,24,,0,,3,2,0,0,0,0,15/09/2009,15/09/2008,786,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
42239,12/09/2008,0,0,8,12/09/2008,0,1,0,0,42,,0,,4,3,0,0,0,0,15/09/2009,03/11/2008,910,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
49946,12/09/2008,0,0,9,12/09/2008,0,1,0,0,79,,0,,3,1,0,0,0,0,16/09/2008,13/09/2008,878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53820,12/09/2008,0,0,4,12/09/2008,0,2,0,0,34,,1,,1,1,0,1,0,0,15/09/2008,12/09/2008,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37417,13/09/2008,1,0,9,13/09/2008,0,2,2,0,44,,0,,5,2,0,1,0,0,16/09/2008,15/09/2008,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23405,13/09/2008,0,0,12,12/09/2008,0,1,3,0,41,,0,BQ,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35818,13/09/2008,0,0,4,13/09/2008,1,2,2,0,41,41,0,,4,2,0,1,0,0,16/09/2008,15/09/2008,406,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
63045,13/09/2008,1,0,12,13/09/2008,0,1,0,0,57,,0,,3,2,0,0,0,0,16/09/2008,15/09/2008,553,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
28865,13/09/2008,0,0,1,13/09/2008,0,1,0,0,1,,0,,4,2,0,0,0,0,16/09/2008,15/09/2008,296,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
58657,13/09/2008,2,0,12,13/09/2008,1,3,1,1,30,,0,,5,5,0,1,0,0,07/10/2008,19/09/2008,2850,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
27379,13/09/2008,0,0,4,13/09/2008,0,1,3,0,25,,0,BQ,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44976,13/09/2008,1,0,9,13/09/2008,0,1,0,0,15,,0,,2,1,0,0,0,1,16/09/2008,15/09/2008,263,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65538,13/09/2008,1,0,8,13/09/2008,0,3,0,0,21,,0,,2,1,0,1,0,1,15/09/2009,0000-00-00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36721,13/09/2008,1,0,11,13/09/2008,0,1,0,0,10,,0,,4,2,0,0,0,0,16/09/2008,15/09/2008,1345,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
34559,13/09/2008,1,0,12,13/09/2008,0,3,1,1,85,,0,,4,1,0,1,0,0,26/09/2008,25/09/2008,168,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30694,13/09/2008,0,0,12,13/09/2008,0,3,0,0,18,,0,,3,1,0,1,0,0,16/09/2008,15/09/2008,779,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65861,13/09/2008,1,0,12,13/09/2008,0,2,2,0,50,45,0,,2,1,1,1,0,1,16/09/2008,13/09/2008,637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27271,13/09/2008,1,0,2,13/09/2008,1,3,1,1,38,,0,,2,1,0,1,0,0,16/09/2008,15/09/2008,283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18364,13/09/2008,0,0,9,13/09/2008,1,1,3,0,82,,0,,5,3,0,0,0,0,16/09/2008,15/09/2008,354,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
14300,13/09/2008,0,0,12,13/09/2008,0,1,1,1,91,,0,,2,1,0,0,0,0,15/09/2009,30/09/2008,184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5516,13/09/2008,1,0,8,13/09/2008,0,2,0,0,40,,0,,3,1,0,1,0,0,16/09/2008,15/09/2008,526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9030,13/09/2008,0,0,5,13/09/2008,1,1,0,0,72,,1,AR,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
20922,13/09/2008,1,0,4,13/09/2008,0,2,2,0,95,,1,,1,2,0,1,0,0,16/09/2008,15/09/2008,1214,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
30546,13/09/2008,1,0,4,13/09/2008,1,1,3,0,30,30,1,,4,2,0,0,0,0,16/09/2008,15/09/2008,1512,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
63509,13/09/2008,0,0,12,13/09/2008,1,3,1,1,30,,0,,4,3,0,1,0,0,16/09/2008,15/09/2008,951,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
63531,13/09/2008,0,0,12,13/09/2008,0,2,1,1,45,,0,,3,1,0,1,0,0,16/09/2008,13/09/2008,840,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3632,13/09/2008,0,0,12,01/04/2008,0,1,0,0,49,,1,BD,3,4,0,0,0,0,29/09/2008,31/10/2008,780,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
16694,13/09/2008,1,0,9,13/09/2008,0,1,3,0,76,,0,,5,1,0,0,0,0,16/09/2008,15/09/2008,400,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
20638,13/09/2008,0,0,12,13/09/2008,0,1,3,0,55,,0,,5,1,0,0,0,1,16/09/2009,06/11/2008,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42582,13/09/2008,1,0,4,13/09/2008,0,1,3,0,71,,1,AR,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64879,13/09/2008,0,0,4,13/09/2008,1,1,0,0,97,,0,AB,2,1,0,0,0,1,16/09/2008,15/09/2008,208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23118,13/09/2008,0,0,4,13/09/2008,1,1,0,0,42,,1,CA,3,5,0,0,0,0,16/09/2008,15/09/2008,1753,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
12377,13/09/2008,2,0,12,11/09/2008,0,3,2,0,47,47,0,,5,2,0,1,0,0,16/09/2008,13/09/2008,1584,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
58934,13/09/2008,1,0,12,13/09/2008,0,1,0,0,82,,0,BQ,4,2,0,0,0,0,16/09/2008,13/09/2008,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
37201,13/09/2008,0,0,12,13/09/2008,0,2,0,0,50,,0,,3,3,0,1,0,0,29/09/2008,07/10/2008,946,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
27315,13/09/2008,1,0,12,13/09/2008,0,1,3,0,56,56,0,,4,1,0,0,0,0,16/09/2008,15/09/2008,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22363,13/09/2008,0,0,9,13/09/2008,0,3,1,1,40,,0,,3,1,0,1,0,0,16/09/2008,15/09/2008,808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30814,13/09/2008,0,0,4,13/09/2008,1,1,0,0,73,,0,,2,1,0,0,0,1,16/09/2008,15/09/2008,390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7211,13/09/2008,1,0,2,13/09/2008,0,1,0,0,10,,0,,4,1,0,0,0,0,16/09/2008,15/09/2008,877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43895,13/09/2008,0,0,9,13/09/2008,1,2,0,0,54,,1,,1,1,0,1,0,1,16/09/2008,15/09/2008,317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22084,13/09/2008,0,0,2,13/09/2008,1,2,1,1,59,,0,,2,4,0,1,0,0,16/09/2008,16/09/2008,178,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
46677,13/09/2008,0,0,12,07/09/2008,0,1,0,0,45,,1,AR,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3377,13/09/2008,0,0,9,13/09/2008,0,1,0,0,95,,0,,4,2,0,0,0,0,29/09/2008,17/09/2008,1417,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
63439,13/09/2008,0,0,4,13/09/2008,0,3,2,0,9,,0,,5,3,0,1,0,0,16/09/2008,15/09/2008,2300,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
61492,13/09/2008,1,0,9,13/09/2008,0,1,1,1,12,,0,BQ,5,4,0,0,0,0,16/09/2008,15/09/2008,1074,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1
50980,13/09/2008,1,0,9,13/09/2008,0,3,1,1,78,,0,,1,1,0,1,0,0,16/09/2008,15/09/2008,501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30852,13/09/2008,0,0,9,13/09/2008,0,1,3,0,82,,0,,4,3,0,0,0,0,26/09/2008,16/09/2008,511,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
5935,13/09/2008,0,0,4,13/09/2008,0,1,0,0,94,,1,,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20280,13/09/2008,1,0,8,13/09/2008,0,1,2,0,24,,0,,3,2,0,0,0,0,16/09/2008,15/09/2008,843,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
30665,13/09/2008,1,0,9,13/09/2008,0,2,0,0,50,,1,,1,2,0,1,0,0,16/09/2008,15/09/2008,687,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
51316,13/09/2008,0,0,1,10/09/2008,0,3,3,0,21,,0,,5,1,0,1,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41703,13/09/2008,1,0,8,13/09/2008,0,2,0,0,42,,1,,1,3,0,1,0,0,16/09/2008,15/09/2008,758,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
28137,13/09/2008,1,0,2,22/07/2008,0,1,0,0,27,,1,BD,3,3,0,0,0,0,16/09/2008,15/09/2008,960,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
55007,13/09/2008,0,0,1,13/09/2008,0,3,0,0,73,,0,,4,4,0,1,0,0,16/09/2008,15/09/2008,1139,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2612,13/09/2008,2,0,12,13/09/2008,0,2,1,1,47,,0,,4,2,0,1,0,0,16/09/2008,16/09/2008,1481,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
19077,13/09/2008,0,0,12,13/09/2008,0,1,3,0,61,,0,,4,3,0,0,0,0,16/09/2008,15/09/2008,506,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
18354,13/09/2008,1,0,12,13/09/2008,0,1,0,0,71,71,0,BQ,4,5,0,0,0,0,16/09/2008,15/09/2008,2768,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
25186,13/09/2008,0,0,9,13/09/2008,0,1,0,0,8,,1,,3,3,0,0,0,0,16/09/2008,13/09/2008,925,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
13113,13/09/2008,1,0,12,13/09/2008,0,1,3,0,90,,1,,1,1,0,0,0,1,29/09/2008,19/09/2008,180,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40591,13/09/2008,0,0,11,13/09/2008,1,1,0,0,21,,0,AB,2,1,0,0,0,1,17/09/2009,0000-00-00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3043,13/09/2008,0,0,9,13/09/2008,0,2,0,0,45,,1,,5,5,0,1,0,0,16/09/2008,15/09/2008,1266,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
17540,13/09/2008,0,0,9,13/09/2008,0,2,0,0,45,45,1,,1,3,0,1,0,0,16/09/2008,15/09/2008,1459,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
6399,13/09/2008,1,0,9,13/09/2008,0,1,0,0,29,,1,AR,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49500,13/09/2008,0,0,9,13/09/2008,0,1,0,0,44,,1,AR,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28528,13/09/2008,2,0,12,13/09/2008,0,1,3,0,22,,0,BQ,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2048,13/09/2008,0,0,8,13/09/2008,0,2,2,0,34,,1,,1,3,0,1,0,0,29/09/2008,17/09/2008,1169,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
9538,13/09/2008,0,0,6,13/09/2008,0,1,0,0,39,,0,BQ,3,2,0,0,0,1,16/09/2008,15/09/2008,766,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7059,13/09/2008,0,0,9,13/09/2008,0,1,0,0,34,,0,,2,2,0,0,0,1,16/09/2008,15/09/2008,327,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58752,13/09/2008,1,0,12,18/07/2008,0,3,0,0,60,60,0,,4,2,0,1,0,0,29/09/2008,17/09/2008,890,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
37261,13/09/2008,1,0,9,13/09/2008,1,2,2,0,45,,0,,3,3,0,1,0,0,16/09/2008,15/09/2008,961,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
51473,13/09/2008,0,0,4,13/09/2008,0,1,3,0,24,24,0,BQ,5,2,0,0,0,0,16/09/2008,15/09/2008,839,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
28187,13/09/2008,0,0,9,13/09/2008,0,3,2,0,57,,0,,3,1,0,1,0,0,16/09/2008,15/09/2008,641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
39983,13/09/2008,0,0,9,13/09/2008,0,1,3,0,65,,1,,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1628,13/09/2008,1,0,5,13/09/2008,1,1,3,0,85,,0,AB,3,2,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
47170,13/09/2008,0,0,12,13/09/2008,0,1,1,1,45,,0,,4,3,0,0,0,0,16/09/2008,15/09/2008,364,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
56971,13/09/2008,1,0,4,13/09/2008,0,1,3,0,12,,1,BD,4,3,0,0,0,0,29/09/2008,17/09/2008,550,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
12152,13/09/2008,0,0,4,11/09/2008,0,2,1,1,45,,0,,2,1,0,1,0,0,16/09/2008,13/09/2008,663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16112,13/09/2008,1,0,9,13/09/2008,0,1,1,1,34,,0,BQ,1,1,0,0,0,0,16/09/2008,16/09/2008,106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34090,13/09/2008,1,0,12,13/09/2008,1,1,2,0,59,,0,,4,6,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
24953,13/09/2008,0,0,2,13/09/2008,1,1,2,0,12,,0,,5,3,0,0,0,0,16/09/2008,15/09/2008,709,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
19258,13/09/2008,0,0,9,13/09/2008,0,2,0,0,50,,0,,3,1,0,1,0,1,16/09/2008,15/09/2008,881,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30330,13/09/2008,1,0,9,13/09/2008,0,1,0,0,60,,1,,1,1,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64244,13/09/2008,1,0,8,13/09/2008,0,1,3,0,65,,0,BQ,4,4,0,0,0,0,16/09/2008,0000-00-00,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
49,13/09/2008,2,0,0,13/09/2008,0,1,2,0,36,,0,BQ,5,4,0,0,0,0,17/09/2009,03/11/2008,934,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
